131655.22
36267.75
-350217.14
38757.42
133533.12
67983.3
-192565.24
299485.42
-94898.92
-171770.04
85864.05
28209.72
2823.99
278947.2
182329
38645.08
53050.6
-59945.4
-74160
59056.2
